family,name,n_vertices,n_hyperedges,mean_arity,source_bytes,rep,stage,wall_ns,output_bytes
quadruped,quadruped_d5_t3,25,24,2.0,12866,6,dot,12844,2625
quadruped,quadruped_d5_t3,25,24,2.0,12866,6,mermaid,18816,2576
quadruped,quadruped_d5_t3,25,24,2.0,12866,7,compile,834594,0
quadruped,quadruped_d5_t3,25,24,2.0,12866,7,urdf,121319,16854
quadruped,quadruped_d5_t3,25,24,2.0,12866,7,sdf,94208,22892
quadruped,quadruped_d5_t3,25,24,2.0,12866,7,gazebo,193134,24436
quadruped,quadruped_d5_t3,25,24,2.0,12866,7,mjcf,46568,8167
quadruped,quadruped_d5_t3,25,24,2.0,12866,7,dot,13034,2625
quadruped,quadruped_d5_t3,25,24,2.0,12866,7,mermaid,18876,2576
quadruped,quadruped_d5_t3,25,24,2.0,12866,8,compile,824144,0
quadruped,quadruped_d5_t3,25,24,2.0,12866,8,urdf,120807,16854
quadruped,quadruped_d5_t3,25,24,2.0,12866,8,sdf,94218,22892
quadruped,quadruped_d5_t3,25,24,2.0,12866,8,gazebo,192303,24436
quadruped,quadruped_d5_t3,25,24,2.0,12866,8,mjcf,53220,8167
quadruped,quadruped_d5_t3,25,24,2.0,12866,8,dot,12845,2625
quadruped,quadruped_d5_t3,25,24,2.0,12866,8,mermaid,18596,2576
quadruped,quadruped_d5_t3,25,24,2.0,12866,9,compile,834033,0
quadruped,quadruped_d5_t3,25,24,2.0,12866,9,urdf,131247,16854
quadruped,quadruped_d5_t3,25,24,2.0,12866,9,sdf,94528,22892
quadruped,quadruped_d5_t3,25,24,2.0,12866,9,gazebo,200629,24436
quadruped,quadruped_d5_t3,25,24,2.0,12866,9,mjcf,46638,8167
quadruped,quadruped_d5_t3,25,24,2.0,12866,9,dot,13075,2625
quadruped,quadruped_d5_t3,25,24,2.0,12866,9,mermaid,19036,2576
quadruped,quadruped_d7_t0,30,29,2.0,15499,0,compile,935184,0
quadruped,quadruped_d7_t0,30,29,2.0,15499,0,urdf,146607,20339
quadruped,quadruped_d7_t0,30,29,2.0,15499,0,sdf,113153,27671
quadruped,quadruped_d7_t0,30,29,2.0,15499,0,gazebo,230415,29222
quadruped,quadruped_d7_t0,30,29,2.0,15499,0,mjcf,58410,10209
