family,name,n_vertices,n_hyperedges,mean_arity,source_bytes,rep,stage,wall_ns,output_bytes
tree,tree_5_k3,5,4,2.0,2474,1,gazebo,92564,5603
tree,tree_5_k3,5,4,2.0,2474,1,mjcf,12433,1541
tree,tree_5_k3,5,4,2.0,2474,1,dot,2705,484
tree,tree_5_k3,5,4,2.0,2474,1,mermaid,3697,555
tree,tree_5_k3,5,4,2.0,2474,2,compile,338157,0
tree,tree_5_k3,5,4,2.0,2474,2,urdf,30227,3150
tree,tree_5_k3,5,4,2.0,2474,2,sdf,22081,4305
tree,tree_5_k3,5,4,2.0,2474,2,gazebo,86944,5603
tree,tree_5_k3,5,4,2.0,2474,2,mjcf,12974,1541
tree,tree_5_k3,5,4,2.0,2474,2,dot,2555,484
tree,tree_5_k3,5,4,2.0,2474,2,mermaid,3587,555
tree,tree_5_k3,5,4,2.0,2474,3,compile,345221,0
tree,tree_5_k3,5,4,2.0,2474,3,urdf,29987,3150
tree,tree_5_k3,5,4,2.0,2474,3,sdf,22121,4305
tree,tree_5_k3,5,4,2.0,2474,3,gazebo,92555,5603
tree,tree_5_k3,5,4,2.0,2474,3,mjcf,12403,1541
tree,tree_5_k3,5,4,2.0,2474,3,dot,2595,484
tree,tree_5_k3,5,4,2.0,2474,3,mermaid,3597,555
tree,tree_5_k3,5,4,2.0,2474,4,compile,336535,0
tree,tree_5_k3,5,4,2.0,2474,4,urdf,30358,3150
tree,tree_5_k3,5,4,2.0,2474,4,sdf,21671,4305
tree,tree_5_k3,5,4,2.0,2474,4,gazebo,87214,5603
tree,tree_5_k3,5,4,2.0,2474,4,mjcf,12223,1541
tree,tree_5_k3,5,4,2.0,2474,4,dot,2645,484
tree,tree_5_k3,5,4,2.0,2474,4,mermaid,3546,555
tree,tree_5_k3,5,4,2.0,2474,5,compile,343678,0
tree,tree_5_k3,5,4,2.0,2474,5,urdf,30428,3150
tree,tree_5_k3,5,4,2.0,2474,5,sdf,21951,4305
tree,tree_5_k3,5,4,2.0,2474,5,gazebo,87635,5603
tree,tree_5_k3,5,4,2.0,2474,5,mjcf,12012,1541
tree,tree_5_k3,5,4,2.0,2474,5,dot,2535,484
tree,tree_5_k3,5,4,2.0,2474,5,mermaid,3466,555
tree,tree_5_k3,5,4,2.0,2474,6,compile,334772,0
tree,tree_5_k3,5,4,2.0,2474,6,urdf,29485,3150
tree,tree_5_k3,5,4,2.0,2474,6,sdf,21531,4305
tree,tree_5_k3,5,4,2.0,2474,6,gazebo,84770,5603
tree,tree_5_k3,5,4,2.0,2474,6,mjcf,12013,1541
tree,tree_5_k3,5,4,2.0,2474,6,dot,2474,484
tree,tree_5_k3,5,4,2.0,2474,6,mermaid,3547,555
tree,tree_5_k3,5,4,2.0,2474,7,compile,355109,0
tree,tree_5_k3,5,4,2.0,2474,7,urdf,30879,3150
tree,tree_5_k3,5,4,2.0,2474,7,sdf,21681,4305
tree,tree_5_k3,5,4,2.0,2474,7,gazebo,89639,5603
tree,tree_5_k3,5,4,2.0,2474,7,mjcf,12384,1541
tree,tree_5_k3,5,4,2.0,2474,7,dot,2564,484
tree,tree_5_k3,5,4,2.0,2474,7,mermaid,3557,555
tree,tree_5_k3,5,4,2.0,2474,8,compile,338489,0
tree,tree_5_k3,5,4,2.0,2474,8,urdf,29606,3150
tree,tree_5_k3,5,4,2.0,2474,8,sdf,21851,4305
tree,tree_5_k3,5,4,2.0,2474,8,gazebo,86282,5603
tree,tree_5_k3,5,4,2.0,2474,8,mjcf,11823,1541
tree,tree_5_k3,5,4,2.0,2474,8,dot,2504,484
tree,tree_5_k3,5,4,2.0,2474,8,mermaid,3497,555
tree,tree_5_k3,5,4,2.0,2474,9,compile,342166,0
tree,tree_5_k3,5,4,2.0,2474,9,urdf,30036,3150
tree,tree_5_k3,5,4,2.0,2474,9,sdf,21571,4305
tree,tree_5_k3,5,4,2.0,2474,9,gazebo,87224,5603
tree,tree_5_k3,5,4,2.0,2474,9,mjcf,11843,1541
tree,tree_5_k3,5,4,2.0,2474,9,dot,2465,484
tree,tree_5_k3,5,4,2.0,2474,9,mermaid,3547,555
tree,tree_10_k3,10,9,2.0,4941,0,compile,456932,0
tree,tree_10_k3,10,9,2.0,4941,0,urdf,63220,6443
tree,tree_10_k3,10,9,2.0,4941,0,sdf,41207,8698
tree,tree_10_k3,10,9,2.0,4941,0,gazebo,117181,10088
tree,tree_10_k3,10,9,2.0,4941,0,mjcf,19196,2974
tree,tree_10_k3,10,9,2.0,4941,0,dot,4338,860
tree,tree_10_k3,10,9,2.0,4941,0,mermaid,7254,901
tree,tree_10_k3,10,9,2.0,4941,1,compile,459146,0
tree,tree_10_k3,10,9,2.0,4941,1,urdf,54282,6443
tree,tree_10_k3,10,9,2.0,4941,1,sdf,40106,8698
tree,tree_10_k3,10,9,2.0,4941,1,gazebo,117561,10088
tree,tree_10_k3,10,9,2.0,4941,1,mjcf,18716,2974
tree,tree_10_k3,10,9,2.0,4941,1,dot,4218,860
tree,tree_10_k3,10,9,2.0,4941,1,mermaid,16151,901
tree,tree_10_k3,10,9,2.0,4941,2,compile,457323,0
tree,tree_10_k3,10,9,2.0,4941,2,urdf,53481,6443
tree,tree_10_k3,10,9,2.0,4941,2,sdf,40226,8698
tree,tree_10_k3,10,9,2.0,4941,2,gazebo,112442,10088
tree,tree_10_k3,10,9,2.0,4941,2,mjcf,18294,2974
tree,tree_10_k3,10,9,2.0,4941,2,dot,4208,860
tree,tree_10_k3,10,9,2.0,4941,2,mermaid,6883,901
tree,tree_10_k3,10,9,2.0,4941,3,compile,483321,0
tree,tree_10_k3,10,9,2.0,4941,3,urdf,54743,6443
tree,tree_10_k3,10,9,2.0,4941,3,sdf,40617,8698
tree,tree_10_k3,10,9,2.0,4941,3,gazebo,116670,10088
tree,tree_10_k3,10,9,2.0,4941,3,mjcf,18786,2974
tree,tree_10_k3,10,9,2.0,4941,3,dot,4328,860
tree,tree_10_k3,10,9,2.0,4941,3,mermaid,7083,901
tree,tree_10_k3,10,9,2.0,4941,4,compile,472631,0
tree,tree_10_k3,10,9,2.0,4941,4,urdf,63680,6443
tree,tree_10_k3,10,9,2.0,4941,4,sdf,40456,8698
tree,tree_10_k3,10,9,2.0,4941,4,gazebo,116530,10088
tree,tree_10_k3,10,9,2.0,4941,4,mjcf,18274,2974
tree,tree_10_k3,10,9,2.0,4941,4,dot,4278,860
tree,tree_10_k3,10,9,2.0,4941,4,mermaid,7003,901
tree,tree_10_k3,10,9,2.0,4941,5,compile,459397,0
tree,tree_10_k3,10,9,2.0,4941,5,urdf,57208,6443
tree,tree_10_k3,10,9,2.0,4941,5,sdf,44634,8698
tree,tree_10_k3,10,9,2.0,4941,5,gazebo,113153,10088
tree,tree_10_k3,10,9,2.0,4941,5,mjcf,18605,2974
tree,tree_10_k3,10,9,2.0,4941,5,dot,4308,860
tree,tree_10_k3,10,9,2.0,4941,5,mermaid,15429,901
tree,tree_10_k3,10,9,2.0,4941,6,compile,461311,0
tree,tree_10_k3,10,9,2.0,4941,6,urdf,53931,6443
tree,tree_10_k3,10,9,2.0,4941,6,sdf,40537,8698
tree,tree_10_k3,10,9,2.0,4941,6,gazebo,113474,10088
tree,tree_10_k3,10,9,2.0,4941,6,mjcf,18174,2974
tree,tree_10_k3,10,9,2.0,4941,6,dot,4258,860
tree,tree_10_k3,10,9,2.0,4941,6,mermaid,6732,901
tree,tree_10_k3,10,9,2.0,4941,7,compile,486077,0
tree,tree_10_k3,10,9,2.0,4941,7,urdf,55746,6443
tree,tree_10_k3,10,9,2.0,4941,7,sdf,39976,8698
tree,tree_10_k3,10,9,2.0,4941,7,gazebo,118554,10088
tree,tree_10_k3,10,9,2.0,4941,7,mjcf,19025,2974
tree,tree_10_k3,10,9,2.0,4941,7,dot,4399,860
tree,tree_10_k3,10,9,2.0,4941,7,mermaid,7084,901
tree,tree_10_k3,10,9,2.0,4941,8,compile,468403,0
tree,tree_10_k3,10,9,2.0,4941,8,urdf,62127,6443
tree,tree_10_k3,10,9,2.0,4941,8,sdf,40366,8698
tree,tree_10_k3,10,9,2.0,4941,8,gazebo,113383,10088
tree,tree_10_k3,10,9,2.0,4941,8,mjcf,18415,2974
