t,q_0,q_1,q_2,q_3,qd_0,qd_1,qd_2,qd_3,sp_0,sp_1,sp_2,sp_3,tau_0,tau_1,tau_2,tau_3
2.254000000000000004e+00,6.643724359573730531e-01,8.579975090038983732e-01,-5.707862728632456806e-01,5.717642103363482220e-02,1.277068159022592408e-01,1.597034317397555692e-01,8.688999183346564348e-02,-1.076238733124459168e+00,6.833723143024186264e-01,8.393558986055196236e-01,-5.623364546800043717e-01,-1.042771315805963717e-01,6.831898242871543570e-01,8.390958064986554499e-01,-5.625454047167994798e-01,-1.021251345577529335e-01
2.256000000000000227e+00,6.646264670067519864e-01,8.583164267737422026e-01,-5.706129410953860726e-01,5.505217636602939557e-02,1.270155246894449919e-01,1.594588849218913640e-01,8.666588392982475797e-02,-1.062122333802711704e+00,6.835538202616682213e-01,8.396154535246374007e-01,-5.621269423068013804e-01,-1.064287907456246962e-01,6.835538202616682213e-01,8.396154535246374007e-01,-5.621269423068013804e-01,-1.064287907456246962e-01
2.258000000000000007e+00,6.648799646378303896e-01,8.586347409532514297e-01,-5.704380059821195781e-01,5.289933962991046762e-02,1.267488155391912619e-01,1.591570897545859509e-01,8.746755663324201624e-02,-1.076418368059463448e+00,6.837343419035347702e-01,8.398744710898934374e-01,-5.619168678067030243e-01,-1.085801050814630547e-01,6.835538202616682213e-01,8.396154535246374007e-01,-5.621269423068013804e-01,-1.064287907456246962e-01
2.260000000000000231e+00,6.651320834878969857e-01,8.589525697616551270e-01,-5.702635303561272018e-01,5.077474055651329254e-02,1.260594250333168798e-01,1.589144042018702241e-01,8.723781299619040586e-02,-1.062299536698587010e+00,6.839138789680672126e-01,8.401329511355167812e-01,-5.617062313897835946e-01,-1.107310676178570180e-01,6.839138789680672126e-01,8.401329511355167812e-01,-5.617062313897835946e-01,-1.107310676178570180e-01
2.262000000000000011e+00,6.653836636572761920e-01,8.592697905178858786e-01,-5.700874408093487000e-01,4.862157245380908238e-02,1.257900846896251312e-01,1.586103781153553882e-01,8.804477338924754370e-02,-1.076584051352105442e+00,6.840924311967320204e-01,8.403908934960799826e-01,-5.614950332666795996e-01,-1.128816713856887477e-01,6.839138789680672126e-01,8.401329511355167812e-01,-5.617062313897835946e-01,-1.107310676178570180e-01
2.264000000000000234e+00,6.656338688413391269e-01,8.595865296273954570e-01,-5.699118220219991926e-01,4.649664651220890982e-02,1.251025920314807749e-01,1.583695547547747939e-01,8.780939367474713264e-02,-1.062462970800085671e+00,6.842699983324141977e-01,8.406482980065000943e-01,-5.612832736485890983e-01,-1.150319094170039469e-01,6.842699983324141977e-01,8.406482980065000943e-01,-5.612832736485890983e-01,-1.150319094170039469e-01
2.266000000000000014e+00,6.658835300990686434e-01,8.599026562237049864e-01,-5.697345787423971908e-01,4.434317495042791601e-02,1.248306288647495210e-01,1.580632981547399063e-01,8.862163980098321237e-02,-1.076735780890495819e+00,6.844465801194169474e-01,8.409051645020381160e-01,-5.610709527472718117e-01,-1.171817747450321773e-01,6.842699983324141977e-01,8.406482980065000943e-01,-5.612832736485890983e-01,-1.150319094170039469e-01
2.268000000000000238e+00,6.661318201615111789e-01,8.602183048995257764e-01,-5.695578174950497452e-01,4.221794968237828349e-02,1.241450312212650786e-01,1.578243379103675681e-01,8.838062367369869943e-02,-1.062612634024816538e+00,6.846221763034626706e-01,8.411614928182996609e-01,-5.608580707750484562e-01,-1.193312604042138375e-01,6.846221763034626706e-01,8.411614928182996609e-01,-5.608580707750484562e-01,-1.193312604042138375e-01
2.270000000000000018e+00,6.663795610686712445e-01,8.605333366019373154e-01,-5.693794211879118494e-01,4.006420257289305953e-02,1.238704535800053824e-01,1.575158512057658333e-01,8.919815356896428071e-02,-1.076873554742611816e+00,6.847967866316928554e-01,8.414172827912343999e-01,-5.606446279448010772e-01,-1.214803594302161643e-01,6.846221763034626706e-01,8.411614928182996609e-01,-5.608580707750484562e-01,-1.193312604042138375e-01
2.272000000000000242e+00,6.666259345649594437e-01,8.608478941119348526e-01,-5.692015181865072160e-01,3.793870552395726958e-02,1.231867481440939022e-01,1.572787549987409161e-01,8.895150070231325201e-02,-1.062748524467893141e+00,6.849704108526685209e-01,8.416725342571369506e-01,-5.604306244699724937e-01,-1.236290648599602110e-01,6.849704108526685209e-01,8.416725342571369506e-01,-5.604306244699724937e-01,-1.236290648599602110e-01
2.274000000000000021e+00,6.668717536936695778e-01,8.611618301891384997e-01,-5.690219695617176887e-01,3.578471078164446179e-02,1.229095643550554146e-01,1.569680386018027785e-01,8.977431239474588376e-02,-1.076997371156403593e+00,6.851430487163709948e-01,8.419272470526462104e-01,-5.602160605645661873e-01,-1.257773697316411921e-01,6.849704108526685209e-01,8.416725342571369506e-01,-5.604306244699724937e-01,-1.236290648599602110e-01
2.276000000000000245e+00,6.671162091903605207e-01,8.614752958038390807e-01,-5.688429255167757326e-01,3.365896950084037997e-02,1.222277483454562996e-01,1.567328073503075903e-01,8.952202247095107646e-02,-1.062870640402041378e+00,6.853146999742016909e-01,8.421814210147462454e-01,-5.600009364431459691e-01,-1.279252670847553508e-01,6.853146999742016909e-01,8.421814210147462454e-01,-5.600009364431459691e-01,-1.279252670847553508e-01
2.278000000000000025e+00,6.673601051237880721e-01,8.617881355271922450e-01,-5.686622252888138274e-01,3.150475504372080710e-02,1.219479667137516737e-01,1.564198616765579419e-01,9.035011398093992230e-02,-1.077107228559784913e+00,6.854853643789827755e-01,8.424350559807654015e-01,-5.597852523208359798e-01,-1.300727499601160575e-01,6.853146999742016909e-01,8.421814210147462454e-01,-5.600009364431459691e-01,-1.279252670847553508e-01
2.280000000000000249e+00,6.676026411985378495e-01,8.621005085197838147e-01,-5.684820409154316412e-01,2.937879708316563226e-02,1.212680373748744600e-01,1.561864962957991709e-01,9.009218669107597888e-02,-1.062978980277587526e+00,6.856550416849577223e-01,8.426881517883776374e-01,-5.595690084133202458e-01,-1.322198113998806768e-01,6.856550416849577223e-01,8.426881517883776374e-01,-5.595690084133202458e-01,-1.322198113998806768e-01
2.282000000000000028e+00,6.678446125309061010e-01,8.624122511633119936e-01,-5.683001898033691601e-01,2.722439083204416382e-02,1.209856661841042097e-01,1.558713217640722015e-01,9.092555603123435304e-02,-1.077203125560733499e+00,6.858237316477909795e-01,8.429407082756014136e-01,-5.593522049368427895e-01,-1.343664444475709818e-01,6.856550416849577223e-01,8.426881517883776374e-01,-5.595690084133202458e-01,-1.322198113998806768e-01
2.284000000000000252e+00,6.680852277724778077e-01,8.627235308096444788e-01,-5.681188658212186215e-01,2.509824374659904225e-02,1.203076207858744529e-01,1.556398231662570741e-01,9.066199107528323531e-02,-1.063073542722560383e+00,6.859914340245693021e-01,8.431927252808006923e-01,-5.591348421082069642e-01,-1.365126421480998553e-01,6.859914340245693021e-01,8.431927252808006923e-01,-5.591348421082069642e-01,-1.365126421480998553e-01
2.286000000000000032e+00,6.683252731090743026e-01,8.630341756500419237e-01,-5.679358645487178059e-01,2.294367362470448729e-02,1.200226682982495630e-01,1.553224201987131181e-01,9.150063625041557347e-02,-1.077285060947276829e+00,6.861581485738010855e-01,8.434442026426844929e-01,-5.589169201447756752e-01,-1.386583975477865271e-01,6.859914340245693021e-01,8.431927252808006923e-01,-5.591348421082069642e-01,-1.365126421480998553e-01
2.288000000000000256e+00,6.685639661173462533e-01,8.633443612286280100e-01,-5.677534016820431351e-01,2.081736497161914071e-02,1.193465041359546563e-01,1.550927892930298868e-01,9.123143333731469073e-02,-1.063154326542673278e+00,6.863238750554175871e-01,8.436951402003074474e-01,-5.586984392644708253e-01,-1.408037036943875220e-01,6.863238750554175871e-01,8.436951402003074474e-01,-5.586984392644708253e-01,-1.408037036943875220e-01
2.290000000000000036e+00,6.688020840745311224e-01,8.636539075452583925e-01,-5.675692509773543337e-01,1.866265890424398388e-02,1.190589785924196092e-01,1.547731583151723267e-01,9.207535234438067595e-02,-1.077353033687578288e+00,6.864886132307724820e-01,8.439455377930694668e-01,-5.584793996857732035e-01,-1.429485536371117305e-01,6.863238750554175871e-01,8.436951402003074474e-01,-5.586984392644708253e-01,-1.408037036943875220e-01
2.292000000000000259e+00,6.690388534605041793e-01,8.639629983372739686e-01,-5.673856499549702059e-01,1.653621624280115707e-02,1.183846929865552122e-01,1.545453960077678435e-01,9.180051119207492671e-02,-1.063221330721413116e+00,6.866523628626430842e-01,8.441953952607160749e-01,-5.582598016277224851e-01,-1.450929404266471934e-01,6.866523628626430842e-01,8.441953952607160749e-01,-5.582598016277224851e-01,-1.450929404266471934e-01
2.294000000000000039e+00,6.692750426657180229e-01,8.642714454121709355e-01,-5.672003505509298771e-01,1.438140215694125312e-02,1.180946026069088078e-01,1.542235374484582366e-01,9.264970202016310774e-02,-1.077407042929952485e+00,6.868151237152297917e-01,8.444447124433386298e-01,-5.580396453099166765e-01,-1.472368571151815297e-01,6.866523628626430842e-01,8.441953952607160749e-01,-5.582598016277224851e-01,-1.450929404266471934e-01
2.296000000000000263e+00,6.695098870515240330e-01,8.645794407014557592e-01,-5.670156121062185361e-01,1.225485304810114764e-02,1.174221929030271616e-01,1.539976446424171364e-01,9.236922235565656059e-02,-1.063274554420053253e+00,6.869768955541569744e-01,8.446934891813739910e-01,-5.578189309525120043e-01,-1.493802967564286932e-01,6.869768955541569744e-01,8.446934891813739910e-01,-5.578189309525120043e-01,-1.493802967564286932e-01
2.298000000000000043e+00,6.697441461432961374e-01,8.648867878193235992e-01,-5.668291647402466937e-01,1.009995887209539679e-02,1.171295458860432265e-01,1.536735589338928953e-01,9.322368298594629898e-02,-1.077447088002875253e+00,6.871376781464733075e-01,8.449417253156050744e-01,-5.575976587762229153e-01,-1.515232524056450425e-01,6.869768955541569744e-01,8.446934891813739910e-01,-5.578189309525120043e-01,-1.493802967564286932e-01
2.300000000000000266e+00,6.699770641622053713e-01,8.651936868923820745e-01,-5.666432896111559536e-01,7.973330878140070035e-03,1.164590094546010118e-01,1.534495365292157798e-01,9.293756454535422040e-02,-1.063313996977663489e+00,6.872974712606517711e-01,8.451894206871608528e-01,-5.573758290023215212e-01,-1.536657171196561533e-01,6.872974712606517711e-01,8.451894206871608528e-01,-5.573758290023215212e-01,-1.536657171196561533e-01
2.302000000000000046e+00,6.702093917901617015e-01,8.654999333405962725e-01,-5.664556950252538359e-01,5.818384541309940677e-03,1.161638139781479423e-01,1.531232241071063260e-01,9.379729295108459042e-02,-1.077473168415064464e+00,6.874562746665904278e-01,8.454365751375162441e-01,-5.571534418526375987e-01,-1.558076839568771355e-01,6.872974712606517711e-01,8.451894206871608528e-01,-5.573758290023215212e-01,-1.536657171196561533e-01
2.304000000000000270e+00,6.704403820865904029e-01,8.658057354865976718e-01,-5.662686839542944162e-01,3.691705225487560034e-03,1.154951482143559971e-01,1.529010730006883922e-01,9.350553547968425139e-02,-1.063339657911190228e+00,6.876140881356124224e-01,8.456831885084924449e-01,-5.569304975495581456e-01,-1.579491459773394724e-01,6.876140881356124224e-01,8.456831885084924449e-01,-5.569304975495581456e-01,-1.579491459773394724e-01
2.306000000000000050e+00,6.706707769114614859e-01,8.661108805552056866e-01,-5.660799428950421541e-01,1.536734657776664403e-03,1.151974124355167467e-01,1.525725343040326420e-01,9.437052962611992835e-02,-1.077485283855447840e+00,6.877709114404662039e-01,8.459292606422568195e-01,-5.567069963160277135e-01,-1.600900962427070084e-01,6.876140881356124224e-01,8.456831885084924449e-01,-5.569304975495581456e-01,-1.579491459773394724e-01
2.307999999999999829e+00,6.708998381409798650e-01,8.664155850659849278e-01,-5.658917966292853485e-01,-5.899684160541847702e-04,1.145306147591905049e-01,1.523522553896423104e-01,9.407313287840242400e-02,-1.063351536915424500e+00,6.879267443553264139e-01,8.461747913813232325e-01,-5.564829383755472980e-01,-1.622305278163017339e-01,6.879267443553264139e-01,8.461747913813232325e-01,-5.564829383755472980e-01,-1.622305278163017339e-01
2.310000000000000053e+00,6.711282988346086720e-01,8.667196280477067472e-01,-5.657019098478397456e-01,-2.744935284440661559e-03,1.142303468143783807e-01,1.520214908609053284e-01,9.494339072279868452e-02,-1.077483434193238443e+00,6.880815866557936644e-01,8.464197805685519382e-01,-5.562583239521747824e-01,-1.643704337631292922e-01,6.879267443553264139e-01,8.461747913813232325e-01,-5.564829383755472980e-01,-1.622305278163017339e-01
