tool,family,name,n_vertices,n_hyperedges,mean_arity,source_bytes,rep,stage,wall_ns,output_bytes
competitor,chain,chain_1000,1000,999,2.0,572382,2,mujoco_mjcf,12178202527,5251559
competitor,chain,chain_1000,1000,999,2.0,572382,2,bundle_3fmt,16961615660,0
competitor,chain,chain_1000,1000,999,2.0,572382,3,xacro_urdf,392334910,647828
competitor,chain,chain_1000,1000,999,2.0,572382,3,gz_sdf,4104824231,1459318
competitor,chain,chain_1000,1000,999,2.0,572382,3,mujoco_mjcf,12226089749,5251559
competitor,chain,chain_1000,1000,999,2.0,572382,3,bundle_3fmt,16753299647,0
competitor,chain,chain_1000,1000,999,2.0,572382,4,xacro_urdf,385956007,647828
competitor,chain,chain_1000,1000,999,2.0,572382,4,gz_sdf,4157074734,1459318
competitor,chain,chain_1000,1000,999,2.0,572382,4,mujoco_mjcf,12339929736,5251559
competitor,chain,chain_1000,1000,999,2.0,572382,4,bundle_3fmt,16869050980,0
competitor,tree,tree_1000_k3,1000,999,2.0,552210,0,xacro_urdf,362856372,627659
competitor,tree,tree_1000_k3,1000,999,2.0,552210,0,gz_sdf,2959457154,1410972
competitor,tree,tree_1000_k3,1000,999,2.0,552210,0,mujoco_mjcf,910402845,349661
competitor,tree,tree_1000_k3,1000,999,2.0,552210,0,bundle_3fmt,4119266417,0
competitor,tree,tree_1000_k3,1000,999,2.0,552210,1,xacro_urdf,358784383,627659
competitor,tree,tree_1000_k3,1000,999,2.0,552210,1,gz_sdf,2924902076,1410972
competitor,tree,tree_1000_k3,1000,999,2.0,552210,1,mujoco_mjcf,912719512,349661
competitor,tree,tree_1000_k3,1000,999,2.0,552210,1,bundle_3fmt,4136642476,0
competitor,tree,tree_1000_k3,1000,999,2.0,552210,2,xacro_urdf,355088082,627659
competitor,tree,tree_1000_k3,1000,999,2.0,552210,2,gz_sdf,2886272933,1410972
competitor,tree,tree_1000_k3,1000,999,2.0,552210,2,mujoco_mjcf,883127941,349661
competitor,tree,tree_1000_k3,1000,999,2.0,552210,2,bundle_3fmt,4140522310,0
competitor,tree,tree_1000_k3,1000,999,2.0,552210,3,xacro_urdf,358769908,627659
competitor,tree,tree_1000_k3,1000,999,2.0,552210,3,gz_sdf,2894373905,1410972
competitor,tree,tree_1000_k3,1000,999,2.0,552210,3,mujoco_mjcf,876374813,349661
competitor,tree,tree_1000_k3,1000,999,2.0,552210,3,bundle_3fmt,4121767234,0
competitor,tree,tree_1000_k3,1000,999,2.0,552210,4,xacro_urdf,350525781,627659
competitor,tree,tree_1000_k3,1000,999,2.0,552210,4,gz_sdf,2923479793,1410972
competitor,tree,tree_1000_k3,1000,999,2.0,552210,4,mujoco_mjcf,895014819,349661
competitor,tree,tree_1000_k3,1000,999,2.0,552210,4,bundle_3fmt,4183186059,0
competitor,chain,chain_2000,2000,1999,2.0,1149380,0,xacro_urdf,732698722,1299826
competitor,chain,chain_2000,2000,1999,2.0,1149380,0,gz_sdf,10600201133,2928110
competitor,chain,chain_2000,2000,1999,2.0,1149380,0,mujoco_mjcf,1527134600,0
competitor,chain,chain_2000,2000,1999,2.0,1149380,0,bundle_3fmt,12936800466,0
competitor,chain,chain_2000,2000,1999,2.0,1149380,1,xacro_urdf,719809028,1299826
competitor,chain,chain_2000,2000,1999,2.0,1149380,1,gz_sdf,10838087868,2928110
competitor,chain,chain_2000,2000,1999,2.0,1149380,1,mujoco_mjcf,1509578483,0
competitor,chain,chain_2000,2000,1999,2.0,1149380,1,bundle_3fmt,12923859283,0
competitor,chain,chain_2000,2000,1999,2.0,1149380,2,xacro_urdf,722018950,1299826
competitor,chain,chain_2000,2000,1999,2.0,1149380,2,gz_sdf,10784600160,2928110
competitor,chain,chain_2000,2000,1999,2.0,1149380,2,mujoco_mjcf,1487602248,0
competitor,chain,chain_2000,2000,1999,2.0,1149380,2,bundle_3fmt,12896056893,0
competitor,chain,chain_2000,2000,1999,2.0,1149380,3,xacro_urdf,717023914,1299826
competitor,chain,chain_2000,2000,1999,2.0,1149380,3,gz_sdf,10671407716,2928110
competitor,chain,chain_2000,2000,1999,2.0,1149380,3,mujoco_mjcf,1528380308,0
competitor,chain,chain_2000,2000,1999,2.0,1149380,3,bundle_3fmt,13165202758,0
competitor,chain,chain_2000,2000,1999,2.0,1149380,4,xacro_urdf,708326595,1299826
competitor,chain,chain_2000,2000,1999,2.0,1149380,4,gz_sdf,10744434342,2928110
competitor,chain,chain_2000,2000,1999,2.0,1149380,4,mujoco_mjcf,1554722565,0
competitor,chain,chain_2000,2000,1999,2.0,1149380,4,bundle_3fmt,13198629526,0
competitor,tree,tree_2000_k3,2000,1999,2.0,1108571,0,xacro_urdf,696121300,1259020
competitor,tree,tree_2000_k3,2000,1999,2.0,1108571,0,gz_sdf,5623411660,2830490
competitor,tree,tree_2000_k3,2000,1999,2.0,1108571,0,mujoco_mjcf,3277565596,688830
competitor,tree,tree_2000_k3,2000,1999,2.0,1108571,0,bundle_3fmt,9604443721,0
competitor,tree,tree_2000_k3,2000,1999,2.0,1108571,1,xacro_urdf,713977567,1259020
competitor,tree,tree_2000_k3,2000,1999,2.0,1108571,1,gz_sdf,5532508547,2830490
competitor,tree,tree_2000_k3,2000,1999,2.0,1108571,1,mujoco_mjcf,3337214344,688830
competitor,tree,tree_2000_k3,2000,1999,2.0,1108571,1,bundle_3fmt,9778929435,0
competitor,tree,tree_2000_k3,2000,1999,2.0,1108571,2,xacro_urdf,711769622,1259020
competitor,tree,tree_2000_k3,2000,1999,2.0,1108571,2,gz_sdf,5679085243,2830490
competitor,tree,tree_2000_k3,2000,1999,2.0,1108571,2,mujoco_mjcf,3293236614,688830
competitor,tree,tree_2000_k3,2000,1999,2.0,1108571,2,bundle_3fmt,9582543174,0
competitor,tree,tree_2000_k3,2000,1999,2.0,1108571,3,xacro_urdf,690137009,1259020
competitor,tree,tree_2000_k3,2000,1999,2.0,1108571,3,gz_sdf,5623270195,2830490
competitor,tree,tree_2000_k3,2000,1999,2.0,1108571,3,mujoco_mjcf,3354121163,688830
competitor,tree,tree_2000_k3,2000,1999,2.0,1108571,3,bundle_3fmt,9634708645,0
competitor,tree,tree_2000_k3,2000,1999,2.0,1108571,4,xacro_urdf,706034179,1259020
competitor,tree,tree_2000_k3,2000,1999,2.0,1108571,4,gz_sdf,5521800280,2830490
competitor,tree,tree_2000_k3,2000,1999,2.0,1108571,4,mujoco_mjcf,3298760388,688830
competitor,tree,tree_2000_k3,2000,1999,2.0,1108571,4,bundle_3fmt,9741259625,0
competitor,chain,chain_5000,5000,4999,2.0,2880380,0,xacro_urdf,1844224551,3255826
competitor,chain,chain_5000,5000,4999,2.0,2880380,0,gz_sdf,52628575447,7335337
competitor,chain,chain_5000,5000,4999,2.0,2880380,0,mujoco_mjcf,1614782741,0
competitor,chain,chain_5000,5000,4999,2.0,2880380,0,bundle_3fmt,55992918966,0
competitor,chain,chain_5000,5000,4999,2.0,2880380,1,xacro_urdf,1813796086,3255826
competitor,chain,chain_5000,5000,4999,2.0,2880380,1,gz_sdf,52576342833,7335337
competitor,chain,chain_5000,5000,4999,2.0,2880380,1,mujoco_mjcf,1694063180,0
competitor,chain,chain_5000,5000,4999,2.0,2880380,1,bundle_3fmt,56353024132,0
competitor,chain,chain_5000,5000,4999,2.0,2880380,2,xacro_urdf,1870193444,3255826
competitor,chain,chain_5000,5000,4999,2.0,2880380,2,gz_sdf,51423420277,7335337
competitor,chain,chain_5000,5000,4999,2.0,2880380,2,mujoco_mjcf,1614831605,0
competitor,chain,chain_5000,5000,4999,2.0,2880380,2,bundle_3fmt,55241712187,0
competitor,chain,chain_5000,5000,4999,2.0,2880380,3,xacro_urdf,1838850915,3255826
competitor,chain,chain_5000,5000,4999,2.0,2880380,3,gz_sdf,53237639440,7335337
competitor,chain,chain_5000,5000,4999,2.0,2880380,3,mujoco_mjcf,1716960163,0
competitor,chain,chain_5000,5000,4999,2.0,2880380,3,bundle_3fmt,55694274825,0
competitor,chain,chain_5000,5000,4999,2.0,2880380,4,xacro_urdf,1849932110,3255826
competitor,chain,chain_5000,5000,4999,2.0,2880380,4,gz_sdf,52532716921,7335337
competitor,chain,chain_5000,5000,4999,2.0,2880380,4,mujoco_mjcf,1629564916,0
competitor,chain,chain_5000,5000,4999,2.0,2880380,4,bundle_3fmt,56368040206,0
competitor,tree,tree_5000_k3,5000,4999,2.0,2778941,0,xacro_urdf,1804817347,3154390
competitor,tree,tree_5000_k3,5000,4999,2.0,2778941,0,gz_sdf,14125116960,7092457
competitor,tree,tree_5000_k3,5000,4999,2.0,2778941,0,mujoco_mjcf,25434788731,1754758
competitor,tree,tree_5000_k3,5000,4999,2.0,2778941,0,bundle_3fmt,41508434497,0
competitor,tree,tree_5000_k3,5000,4999,2.0,2778941,1,xacro_urdf,1807984631,3154390
competitor,tree,tree_5000_k3,5000,4999,2.0,2778941,1,gz_sdf,14603404741,7092457
competitor,tree,tree_5000_k3,5000,4999,2.0,2778941,1,mujoco_mjcf,25454652366,1754758
competitor,tree,tree_5000_k3,5000,4999,2.0,2778941,1,bundle_3fmt,41794646035,0
competitor,tree,tree_5000_k3,5000,4999,2.0,2778941,2,xacro_urdf,1824672049,3154390
competitor,tree,tree_5000_k3,5000,4999,2.0,2778941,2,gz_sdf,14474179960,7092457
competitor,tree,tree_5000_k3,5000,4999,2.0,2778941,2,mujoco_mjcf,25262355098,1754758
competitor,tree,tree_5000_k3,5000,4999,2.0,2778941,2,bundle_3fmt,41503948090,0
competitor,tree,tree_5000_k3,5000,4999,2.0,2778941,3,xacro_urdf,1798834105,3154390
competitor,tree,tree_5000_k3,5000,4999,2.0,2778941,3,gz_sdf,14438526382,7092457
competitor,tree,tree_5000_k3,5000,4999,2.0,2778941,3,mujoco_mjcf,25213607541,1754758
competitor,tree,tree_5000_k3,5000,4999,2.0,2778941,3,bundle_3fmt,41419025271,0
competitor,tree,tree_5000_k3,5000,4999,2.0,2778941,4,xacro_urdf,1794452978,3154390
competitor,tree,tree_5000_k3,5000,4999,2.0,2778941,4,gz_sdf,14443039647,7092457
competitor,tree,tree_5000_k3,5000,4999,2.0,2778941,4,mujoco_mjcf,24999912427,1754758
competitor,tree,tree_5000_k3,5000,4999,2.0,2778941,4,bundle_3fmt,42144104835,0
competitor,humanoid,humanoid_f0,28,27,2.0,15767,0,xacro_urdf,77964113,18260
competitor,humanoid,humanoid_f0,28,27,2.0,15767,0,gz_sdf,192062484,40080
competitor,humanoid,humanoid_f0,28,27,2.0,15767,0,mujoco_mjcf,209774163,8366
competitor,humanoid,humanoid_f0,28,27,2.0,15767,0,bundle_3fmt,483917220,0
competitor,humanoid,humanoid_f0,28,27,2.0,15767,1,xacro_urdf,85113902,18260
competitor,humanoid,humanoid_f0,28,27,2.0,15767,1,gz_sdf,189383273,40080
competitor,humanoid,humanoid_f0,28,27,2.0,15767,1,mujoco_mjcf,184314518,8366
competitor,humanoid,humanoid_f0,28,27,2.0,15767,1,bundle_3fmt,464104140,0
competitor,humanoid,humanoid_f0,28,27,2.0,15767,2,xacro_urdf,83458591,18260
competitor,humanoid,humanoid_f0,28,27,2.0,15767,2,gz_sdf,191803345,40080
competitor,humanoid,humanoid_f0,28,27,2.0,15767,2,mujoco_mjcf,180009132,8366
competitor,humanoid,humanoid_f0,28,27,2.0,15767,2,bundle_3fmt,481406417,0
competitor,humanoid,humanoid_f0,28,27,2.0,15767,3,xacro_urdf,75384831,18260
competitor,humanoid,humanoid_f0,28,27,2.0,15767,3,gz_sdf,193741289,40080
competitor,humanoid,humanoid_f0,28,27,2.0,15767,3,mujoco_mjcf,171430560,8366
competitor,humanoid,humanoid_f0,28,27,2.0,15767,3,bundle_3fmt,446902472,0
competitor,humanoid,humanoid_f0,28,27,2.0,15767,4,xacro_urdf,85186418,18260
competitor,humanoid,humanoid_f0,28,27,2.0,15767,4,gz_sdf,192612141,40080
competitor,humanoid,humanoid_f0,28,27,2.0,15767,4,mujoco_mjcf,178761740,8366
competitor,humanoid,humanoid_f0,28,27,2.0,15767,4,bundle_3fmt,453087662,0
competitor,humanoid,humanoid_f2,44,43,2.0,25423,0,xacro_urdf,80010912,29116
competitor,humanoid,humanoid_f2,44,43,2.0,25423,0,gz_sdf,254974672,64338
competitor,humanoid,humanoid_f2,44,43,2.0,25423,0,mujoco_mjcf,193850565,14433
competitor,humanoid,humanoid_f2,44,43,2.0,25423,0,bundle_3fmt,504007042,0
competitor,humanoid,humanoid_f2,44,43,2.0,25423,1,xacro_urdf,80512487,29116
competitor,humanoid,humanoid_f2,44,43,2.0,25423,1,gz_sdf,239207168,64338
competitor,humanoid,humanoid_f2,44,43,2.0,25423,1,mujoco_mjcf,199748373,14433
competitor,humanoid,humanoid_f2,44,43,2.0,25423,1,bundle_3fmt,499186254,0
competitor,humanoid,humanoid_f2,44,43,2.0,25423,2,xacro_urdf,80034256,29116
competitor,humanoid,humanoid_f2,44,43,2.0,25423,2,gz_sdf,240937590,64338
competitor,humanoid,humanoid_f2,44,43,2.0,25423,2,mujoco_mjcf,178415718,14433
competitor,humanoid,humanoid_f2,44,43,2.0,25423,2,bundle_3fmt,532009281,0
competitor,humanoid,humanoid_f2,44,43,2.0,25423,3,xacro_urdf,80244252,29116
competitor,humanoid,humanoid_f2,44,43,2.0,25423,3,gz_sdf,241834551,64338
competitor,humanoid,humanoid_f2,44,43,2.0,25423,3,mujoco_mjcf,210912299,14433
competitor,humanoid,humanoid_f2,44,43,2.0,25423,3,bundle_3fmt,495404365,0
competitor,humanoid,humanoid_f2,44,43,2.0,25423,4,xacro_urdf,82830236,29116
competitor,humanoid,humanoid_f2,44,43,2.0,25423,4,gz_sdf,251096051,64338
competitor,humanoid,humanoid_f2,44,43,2.0,25423,4,mujoco_mjcf,214915415,14433
competitor,humanoid,humanoid_f2,44,43,2.0,25423,4,bundle_3fmt,505839707,0
competitor,humanoid,humanoid_f5,68,67,2.0,39907,0,xacro_urdf,87994081,45400
competitor,humanoid,humanoid_f5,68,67,2.0,39907,0,gz_sdf,292742460,100781
competitor,humanoid,humanoid_f5,68,67,2.0,39907,0,mujoco_mjcf,210762115,23546
competitor,humanoid,humanoid_f5,68,67,2.0,39907,0,bundle_3fmt,572253486,0
competitor,humanoid,humanoid_f5,68,67,2.0,39907,1,xacro_urdf,88442466,45400
competitor,humanoid,humanoid_f5,68,67,2.0,39907,1,gz_sdf,314805161,100781
competitor,humanoid,humanoid_f5,68,67,2.0,39907,1,mujoco_mjcf,188577204,23546
competitor,humanoid,humanoid_f5,68,67,2.0,39907,1,bundle_3fmt,566512584,0
competitor,humanoid,humanoid_f5,68,67,2.0,39907,2,xacro_urdf,87553680,45400
competitor,humanoid,humanoid_f5,68,67,2.0,39907,2,gz_sdf,300850144,100781
competitor,humanoid,humanoid_f5,68,67,2.0,39907,2,mujoco_mjcf,178641845,23546
competitor,humanoid,humanoid_f5,68,67,2.0,39907,2,bundle_3fmt,551896440,0
competitor,humanoid,humanoid_f5,68,67,2.0,39907,3,xacro_urdf,87621879,45400
competitor,humanoid,humanoid_f5,68,67,2.0,39907,3,gz_sdf,290736078,100781
competitor,humanoid,humanoid_f5,68,67,2.0,39907,3,mujoco_mjcf,178895042,23546
competitor,humanoid,humanoid_f5,68,67,2.0,39907,3,bundle_3fmt,564580702,0
competitor,humanoid,humanoid_f5,68,67,2.0,39907,4,xacro_urdf,88145076,45400
competitor,humanoid,humanoid_f5,68,67,2.0,39907,4,gz_sdf,303148647,100781
competitor,humanoid,humanoid_f5,68,67,2.0,39907,4,mujoco_mjcf,184726184,23546
competitor,humanoid,humanoid_f5,68,67,2.0,39907,4,bundle_3fmt,577913837,0
competitor,quadruped,quadruped_d3_t0,14,13,2.0,7730,0,xacro_urdf,72834974,9182
competitor,quadruped,quadruped_d3_t0,14,13,2.0,7730,0,gz_sdf,162128765,19628
competitor,quadruped,quadruped_d3_t0,14,13,2.0,7730,0,mujoco_mjcf,175951964,3839
competitor,quadruped,quadruped_d3_t0,14,13,2.0,7730,0,bundle_3fmt,423297634,0
competitor,quadruped,quadruped_d3_t0,14,13,2.0,7730,1,xacro_urdf,71937021,9182
competitor,quadruped,quadruped_d3_t0,14,13,2.0,7730,1,gz_sdf,164707957,19628
competitor,quadruped,quadruped_d3_t0,14,13,2.0,7730,1,mujoco_mjcf,173420983,3839
competitor,quadruped,quadruped_d3_t0,14,13,2.0,7730,1,bundle_3fmt,447829109,0
competitor,quadruped,quadruped_d3_t0,14,13,2.0,7730,2,xacro_urdf,71900723,9182
competitor,quadruped,quadruped_d3_t0,14,13,2.0,7730,2,gz_sdf,163399200,19628
competitor,quadruped,quadruped_d3_t0,14,13,2.0,7730,2,mujoco_mjcf,175266862,3839
competitor,quadruped,quadruped_d3_t0,14,13,2.0,7730,2,bundle_3fmt,414008072,0
competitor,quadruped,quadruped_d3_t0,14,13,2.0,7730,3,xacro_urdf,72156415,9182
competitor,quadruped,quadruped_d3_t0,14,13,2.0,7730,3,gz_sdf,161359014,19628
competitor,quadruped,quadruped_d3_t0,14,13,2.0,7730,3,mujoco_mjcf,173136636,3839
competitor,quadruped,quadruped_d3_t0,14,13,2.0,7730,3,bundle_3fmt,427100744,0
competitor,quadruped,quadruped_d3_t0,14,13,2.0,7730,4,xacro_urdf,73034079,9182
competitor,quadruped,quadruped_d3_t0,14,13,2.0,7730,4,gz_sdf,177443335,19628
competitor,quadruped,quadruped_d3_t0,14,13,2.0,7730,4,mujoco_mjcf,207416249,3839
competitor,quadruped,quadruped_d3_t0,14,13,2.0,7730,4,bundle_3fmt,403349169,0
competitor,quadruped,quadruped_d3_t3,17,16,2.0,9406,0,xacro_urdf,75358962,11083
competitor,quadruped,quadruped_d3_t3,17,16,2.0,9406,0,gz_sdf,169323799,23934
competitor,quadruped,quadruped_d3_t3,17,16,2.0,9406,0,mujoco_mjcf,176472886,4682
competitor,quadruped,quadruped_d3_t3,17,16,2.0,9406,0,bundle_3fmt,440815498,0
competitor,quadruped,quadruped_d3_t3,17,16,2.0,9406,1,xacro_urdf,74626942,11083
competitor,quadruped,quadruped_d3_t3,17,16,2.0,9406,1,gz_sdf,170558606,23934
competitor,quadruped,quadruped_d3_t3,17,16,2.0,9406,1,mujoco_mjcf,175811830,4682
competitor,quadruped,quadruped_d3_t3,17,16,2.0,9406,1,bundle_3fmt,424873716,0
competitor,quadruped,quadruped_d3_t3,17,16,2.0,9406,2,xacro_urdf,75126394,11083
competitor,quadruped,quadruped_d3_t3,17,16,2.0,9406,2,gz_sdf,172623679,23934
competitor,quadruped,quadruped_d3_t3,17,16,2.0,9406,2,mujoco_mjcf,207160416,4682
competitor,quadruped,quadruped_d3_t3,17,16,2.0,9406,2,bundle_3fmt,435535074,0
competitor,quadruped,quadruped_d3_t3,17,16,2.0,9406,3,xacro_urdf,72142789,11083
competitor,quadruped,quadruped_d3_t3,17,16,2.0,9406,3,gz_sdf,171502046,23934
competitor,quadruped,quadruped_d3_t3,17,16,2.0,9406,3,mujoco_mjcf,181561338,4682
competitor,quadruped,quadruped_d3_t3,17,16,2.0,9406,3,bundle_3fmt,427391842,0
competitor,quadruped,quadruped_d3_t3,17,16,2.0,9406,4,xacro_urdf,73481974,11083
competitor,quadruped,quadruped_d3_t3,17,16,2.0,9406,4,gz_sdf,168704501,23934
competitor,quadruped,quadruped_d3_t3,17,16,2.0,9406,4,mujoco_mjcf,169114053,4682
competitor,quadruped,quadruped_d3_t3,17,16,2.0,9406,4,bundle_3fmt,454684402,0
competitor,quadruped,quadruped_d5_t0,22,21,2.0,12294,0,xacro_urdf,79429526,14346
competitor,quadruped,quadruped_d5_t0,22,21,2.0,12294,0,gz_sdf,183817111,31258
competitor,quadruped,quadruped_d5_t0,22,21,2.0,12294,0,mujoco_mjcf,215109060,6335
competitor,quadruped,quadruped_d5_t0,22,21,2.0,12294,0,bundle_3fmt,449206646,0
competitor,quadruped,quadruped_d5_t0,22,21,2.0,12294,1,xacro_urdf,74325694,14346
competitor,quadruped,quadruped_d5_t0,22,21,2.0,12294,1,gz_sdf,178249014,31258
competitor,quadruped,quadruped_d5_t0,22,21,2.0,12294,1,mujoco_mjcf,172196054,6335
competitor,quadruped,quadruped_d5_t0,22,21,2.0,12294,1,bundle_3fmt,466022537,0
competitor,quadruped,quadruped_d5_t0,22,21,2.0,12294,2,xacro_urdf,73914940,14346
competitor,quadruped,quadruped_d5_t0,22,21,2.0,12294,2,gz_sdf,210572789,31258
competitor,quadruped,quadruped_d5_t0,22,21,2.0,12294,2,mujoco_mjcf,176747283,6335
competitor,quadruped,quadruped_d5_t0,22,21,2.0,12294,2,bundle_3fmt,460233855,0
competitor,quadruped,quadruped_d5_t0,22,21,2.0,12294,3,xacro_urdf,73667964,14346
competitor,quadruped,quadruped_d5_t0,22,21,2.0,12294,3,gz_sdf,198993591,31258
competitor,quadruped,quadruped_d5_t0,22,21,2.0,12294,3,mujoco_mjcf,174401571,6335
competitor,quadruped,quadruped_d5_t0,22,21,2.0,12294,3,bundle_3fmt,436888104,0
competitor,quadruped,quadruped_d5_t0,22,21,2.0,12294,4,xacro_urdf,73712629,14346
competitor,quadruped,quadruped_d5_t0,22,21,2.0,12294,4,gz_sdf,194996996,31258
competitor,quadruped,quadruped_d5_t0,22,21,2.0,12294,4,mujoco_mjcf,173075701,6335
competitor,quadruped,quadruped_d5_t0,22,21,2.0,12294,4,bundle_3fmt,474410840,0
competitor,quadruped,quadruped_d5_t3,25,24,2.0,13970,0,xacro_urdf,77718490,16247
competitor,quadruped,quadruped_d5_t3,25,24,2.0,13970,0,gz_sdf,205571671,35542
competitor,quadruped,quadruped_d5_t3,25,24,2.0,13970,0,mujoco_mjcf,193667921,7176
competitor,quadruped,quadruped_d5_t3,25,24,2.0,13970,0,bundle_3fmt,442122202,0
competitor,quadruped,quadruped_d5_t3,25,24,2.0,13970,1,xacro_urdf,76079551,16247
competitor,quadruped,quadruped_d5_t3,25,24,2.0,13970,1,gz_sdf,198288010,35542
competitor,quadruped,quadruped_d5_t3,25,24,2.0,13970,1,mujoco_mjcf,208765201,7176
competitor,quadruped,quadruped_d5_t3,25,24,2.0,13970,1,bundle_3fmt,444156677,0
competitor,quadruped,quadruped_d5_t3,25,24,2.0,13970,2,xacro_urdf,79224168,16247
competitor,quadruped,quadruped_d5_t3,25,24,2.0,13970,2,gz_sdf,192880587,35542
competitor,quadruped,quadruped_d5_t3,25,24,2.0,13970,2,mujoco_mjcf,177864349,7176
competitor,quadruped,quadruped_d5_t3,25,24,2.0,13970,2,bundle_3fmt,440001033,0
competitor,quadruped,quadruped_d5_t3,25,24,2.0,13970,3,xacro_urdf,73936701,16247
competitor,quadruped,quadruped_d5_t3,25,24,2.0,13970,3,gz_sdf,184743377,35542
competitor,quadruped,quadruped_d5_t3,25,24,2.0,13970,3,mujoco_mjcf,200872973,7176
competitor,quadruped,quadruped_d5_t3,25,24,2.0,13970,3,bundle_3fmt,447920873,0
competitor,quadruped,quadruped_d5_t3,25,24,2.0,13970,4,xacro_urdf,73053386,16247
competitor,quadruped,quadruped_d5_t3,25,24,2.0,13970,4,gz_sdf,190342832,35542
competitor,quadruped,quadruped_d5_t3,25,24,2.0,13970,4,mujoco_mjcf,193939112,7176
competitor,quadruped,quadruped_d5_t3,25,24,2.0,13970,4,bundle_3fmt,521125925,0
competitor,quadruped,quadruped_d7_t0,30,29,2.0,16866,0,xacro_urdf,89442622,19518
competitor,quadruped,quadruped_d7_t0,30,29,2.0,16866,0,gz_sdf,226676437,42885
competitor,quadruped,quadruped_d7_t0,30,29,2.0,16866,0,mujoco_mjcf,230059114,8990
competitor,quadruped,quadruped_d7_t0,30,29,2.0,16866,0,bundle_3fmt,510670375,0
competitor,quadruped,quadruped_d7_t0,30,29,2.0,16866,1,xacro_urdf,79935400,19518
competitor,quadruped,quadruped_d7_t0,30,29,2.0,16866,1,gz_sdf,196502805,42885
competitor,quadruped,quadruped_d7_t0,30,29,2.0,16866,1,mujoco_mjcf,205063082,8990
competitor,quadruped,quadruped_d7_t0,30,29,2.0,16866,1,bundle_3fmt,467212691,0
competitor,quadruped,quadruped_d7_t0,30,29,2.0,16866,2,xacro_urdf,88033105,19518
competitor,quadruped,quadruped_d7_t0,30,29,2.0,16866,2,gz_sdf,208967052,42885
competitor,quadruped,quadruped_d7_t0,30,29,2.0,16866,2,mujoco_mjcf,233243656,8990
competitor,quadruped,quadruped_d7_t0,30,29,2.0,16866,2,bundle_3fmt,451595791,0
competitor,quadruped,quadruped_d7_t0,30,29,2.0,16866,3,xacro_urdf,81302897,19518
competitor,quadruped,quadruped_d7_t0,30,29,2.0,16866,3,gz_sdf,204804185,42885
competitor,quadruped,quadruped_d7_t0,30,29,2.0,16866,3,mujoco_mjcf,180759707,8990
competitor,quadruped,quadruped_d7_t0,30,29,2.0,16866,3,bundle_3fmt,462624191,0
competitor,quadruped,quadruped_d7_t0,30,29,2.0,16866,4,xacro_urdf,77630705,19518
competitor,quadruped,quadruped_d7_t0,30,29,2.0,16866,4,gz_sdf,196078756,42885
competitor,quadruped,quadruped_d7_t0,30,29,2.0,16866,4,mujoco_mjcf,185613928,8990
competitor,quadruped,quadruped_d7_t0,30,29,2.0,16866,4,bundle_3fmt,485035569,0
competitor,quadruped,quadruped_d7_t3,33,32,2.0,18542,0,xacro_urdf,80782075,21419
competitor,quadruped,quadruped_d7_t3,33,32,2.0,18542,0,gz_sdf,211900672,47194
competitor,quadruped,quadruped_d7_t3,33,32,2.0,18542,0,mujoco_mjcf,170322842,9829
competitor,quadruped,quadruped_d7_t3,33,32,2.0,18542,0,bundle_3fmt,453455276,0
competitor,quadruped,quadruped_d7_t3,33,32,2.0,18542,1,xacro_urdf,77852523,21419
competitor,quadruped,quadruped_d7_t3,33,32,2.0,18542,1,gz_sdf,201921139,47194
competitor,quadruped,quadruped_d7_t3,33,32,2.0,18542,1,mujoco_mjcf,207725892,9829
competitor,quadruped,quadruped_d7_t3,33,32,2.0,18542,1,bundle_3fmt,457579621,0
competitor,quadruped,quadruped_d7_t3,33,32,2.0,18542,2,xacro_urdf,77416080,21419
competitor,quadruped,quadruped_d7_t3,33,32,2.0,18542,2,gz_sdf,200459363,47194
competitor,quadruped,quadruped_d7_t3,33,32,2.0,18542,2,mujoco_mjcf,171402809,9829
competitor,quadruped,quadruped_d7_t3,33,32,2.0,18542,2,bundle_3fmt,469461170,0
competitor,quadruped,quadruped_d7_t3,33,32,2.0,18542,3,xacro_urdf,77260096,21419
competitor,quadruped,quadruped_d7_t3,33,32,2.0,18542,3,gz_sdf,214909304,47194
competitor,quadruped,quadruped_d7_t3,33,32,2.0,18542,3,mujoco_mjcf,184706728,9829
competitor,quadruped,quadruped_d7_t3,33,32,2.0,18542,3,bundle_3fmt,470431398,0
competitor,quadruped,quadruped_d7_t3,33,32,2.0,18542,4,xacro_urdf,79229489,21419
competitor,quadruped,quadruped_d7_t3,33,32,2.0,18542,4,gz_sdf,211886817,47194
competitor,quadruped,quadruped_d7_t3,33,32,2.0,18542,4,mujoco_mjcf,190165268,9829
competitor,quadruped,quadruped_d7_t3,33,32,2.0,18542,4,bundle_3fmt,461379024,0
